user,date,komentar,reviewCreatedVersion
Rifky Saputra,2025-05-14 13:50:13,"ALLRIGHT !! trimakasih telkomsel, paketan yg biasa aku pake udah kembali lagi, jangan di hilangin lagi bang peketan itu, aku dari pertama pake handphone udah pake telkomsel ya, lofyu N miss U mwah.",8.7.0
Umar Yahya,2025-05-14 13:48:40,jijik harga kuota mahal semua tp koneksi sulit ganti xl axis atau 3 bnyak yang ramah kantong.. jaringannya pun lebih oke,8.7.0
Yaya Koboy,2025-05-14 13:45:42,Harga elite jaringan sulit.nge bugg terus,8.7.0
karunia salsafadila,2025-05-14 13:44:13,"kok bisa pulsanya tiba² hangus tanpa nyalain data,sinyal jg lama² kureng",8.7.0
Hamzah Gumay,2025-05-14 13:43:49,"TELKOMSEL DIATAS JAM 8 JARINGAN SELALU GAK ADA!!! PROVIDER MAHAL KOK BURUK! MAIN ML CMN LANCARI DI PAGI DAN SORE HARI, KALO MALEM AUTO LAG WKAKAKAKA JARINGAN BUSUK",8.7.0
Anisa Widi,2025-05-14 13:43:41,"lemot bangeet, mau buka aplikasi ajaa muter muter ga jelasss",8.7.0
Anjas Kaigere,2025-05-14 13:38:53,"walaupun sekarang udah lambat banget masuknya tetap kasih bintang 5 dah, mohon di perbaiki reward'nya kadang stok habis kak",8.7.0
Dejan Maulidan,2025-05-14 13:34:46,apk banyak ga guna teralu menye menye sampe data lemot paket elit kualitas burik,8.7.0
puji pratiwi,2025-05-14 13:34:32,"aplikasinya lemot banget karna banyak banget fitur ga berguna, mau cek Kouta atau pulsa aja lama, tolong hapus fitur ga berguna di aplikasi atau kalau mau buat aplikasi terpisah untuk fitur lain biar ga berat",8.7.0
Eko prasetyo,2025-05-14 13:33:52,"aplikasi ini ga bisa d akses sama sekali, lemottttnya luaarrr biasa. sejak update malah jadi busuk. kurubah dari bintang 5 ke bintang 1 aja",8.7.0
Yuzaki,2025-05-14 13:23:34,"sinyal bagus tapi jaringannya kampretttttt, udh bayar mahal main game aja ngelagg padahal 4g full tapi ms tinggi",8.7.0
saputra lengkap,2025-05-14 13:21:08,"Kuota mahal, tapi jaringan dikota (BALIKPAPAN) udh 2 hri kyk smpah 😂😂",8.7.0
Muhammad Rivan,2025-05-14 13:19:03,"telkomsel paket mahal, main mobile legend aja nge lag nya minta ampun, harga elit jaringan syulit",8.7.0
Zenith,2025-05-14 13:17:19,untuk aplikasi seluler menurut saya aplikasinya terlalu banyak animasi dan iming-iming! bikin saya ga betah pake aplikasinya!!! ui dan ux nya di perhatikan lagi!!!,8.7.0
Akmal Faizul Haq,2025-05-14 13:11:29,selalu aja kalau mau menghubungkan e-wallet dana pasti gabisa heran ada solusinya gak?,8.7.0
Tripel ganteng,2025-05-14 13:08:53,apk gabisa di buka susah mau beli kuota atau cek kuota susah,8.7.0
Zulfahmi Abu,2025-05-14 13:06:59,apk kocak kadang eror cek paket susah tolong perbaiki,8.7.0
Maulana Akbar,2025-05-14 13:06:55,apk ter ngeleg kalo di buka,8.7.0
Hardlott,2025-05-14 13:06:47,jelek bet sinyalnya,8.7.0
Abdul Karim,2025-05-14 12:56:50,"bug nya parah sampe sekarang belum bisa ngecek kuota, mentok muter2 aja",8.7.0
Andi Ichal,2025-05-14 12:56:31,Jaringan lambat Dan boros pemakaian data nya Terus kenapa ya update baru nya pakai verifikasi lagi Ktp ini privasi kami kenapa ada begini kayak pinjaman online saja,8.7.0
Billy Devara Yafed,2025-05-14 12:55:12,sering logout sendiri. loading lama mau cek kuota nggak muncul2. beli paketan 23 rb pulsa ada 25rb di bilang kurang kan agak laen emang plat merah ini,8.7.0
Romadona pratama,2025-05-14 12:53:02,"apk apa ini,kok ga bisa login",8.7.0
Ampera 259,2025-05-14 12:51:34,aplikasi sudah bagus. sayang menu tukar pointnya jadi tambah ribet musti klik 1point 1 undian. dulu bisa tukar point sekaligus sesuai jumlah point yg kita miliki. sekarang capek nukar point undian. misalkan kita punya 1000 point dan kita ingin tukar poind undian Hepi kita musti 1000x klik tombol tukar. Cape deh.,8.7.0
evif yunianto,2025-05-14 12:48:29,"saya beli kuota nasional dan lokal, trus kenapa kuota lokal gabisa di pakai, ternyata khusus di kota Cirebon, sedangkan saya di kota Tangerang. anehnya kenapa produk di luar kota kok bisa muncul? ini gimana sistemnya dah aneh bgt",8.7.0
Ludovico Rani,2025-05-14 12:47:57,mantap🙏,8.7.0
Rsyd18,2025-05-14 12:42:41,apk tolol,8.7.0
Muadib_ 22,2025-05-14 12:38:55,"udah mahal masa signal susah minta ampun, prodak mahal tidak berkualitas",8.7.0
Siroh Anung,2025-05-14 12:38:44,"berat banget aplikasi ini, banyak fitur yang ga guna. jarang banget orang make fitur yang disediakan, utamakan fitur yang penting dulu. gitu mau bikin fitur dengan sedemikian banyaknya mau pake fitur tersebut udah ngelag duluan 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 ngakak",8.7.0
Rizaldioke,2025-05-14 12:35:15,"aplikasi jelek. berat, ga up to date. kalo bisa cek kuota pake yg lain ga gw pake ni aplikasi.",8.7.0
Jony Saputra,2025-05-14 12:34:55,harga makin mahal kualitas jaringan makin jelek... 😩😩 tolong perbaiki biar pelanggan tidak pindah..,8.7.0
kiw giadireja,2025-05-14 12:33:17,aplikasi mytelkomsel berat lemot parah.,8.7.0
Dhona Arba,2025-05-14 12:31:42,aplikasi gila berat mahal jg paketnya,8.7.0
ONIC Dikal ONIC,2025-05-14 12:31:12,tolonglah jaringan nya suka ilang ilang cok,8.7.0
yulan dari,2025-05-14 12:22:18,internet mahal mahal masih aja lemot,8.7.0
Dodi Sitorus,2025-05-14 12:21:48,jaringan sampah,8.7.0
Darul dika Restia fadhoni,2025-05-14 12:18:59,mending kartu lainya..sinyal buruk ..penrah bagus tiba² buruk..mending lainya,8.7.0
Hidayat Ayat,2025-05-14 12:17:09,payah beli 25k 10GB sinyal jelek... sinyal antena tower banyakin Min sinyal jelek bener..,8.7.0
C A N,2025-05-14 12:16:51,"udah mahal, jaringan tidak stabil lemot nggak kayak dulu",8.7.0
Ariep Nurhidayat21,2025-05-14 12:15:25,"paket internet pada kemahalan, Dan juga tidak sesuai dengan yang di harapkan sinyal begitu buruk apalagi ketika malam hari, say sungguh kecewa dengan Telkomsel yang sekarang, terlalu banyak kurang nya terutama pada harga paket dan sinyal yang begitu buruk",8.7.0
Muhamad Wildan,2025-05-14 12:13:27,kenapa sih setiap buka buat cek kuota suka lama nya minta ampun. tolong dong di perbaiki bugnya padahal kuota masih ada jaringan bagus tapi loading nya lama,8.7.0
Yogi Slash,2025-05-14 12:04:54,mau masuk ke aplikasi nya sering gagal,8.7.0
Patoni,2025-05-14 11:59:53,sinyal tambah jelek harga mahal kualitas jelek,8.7.0
O Hidayat,2025-05-14 11:50:33,"sejak app tampilan baru banyak sms spam. dm Ig,saya dm X aja nggak ngebantu malah suruh blokir sendiri",8.7.0
Arip Veteran,2025-05-14 11:48:02,tiap buka my Telkomsel ngelag terus,8.7.0
Risky Nomleni,2025-05-14 11:47:11,we kasi turun harga paket belajarrrr woyy,8.7.0
Anata To,2025-05-14 11:40:38,"aplikasinya broken,tiap buka cuma loading.kuota yg tertera beda sama yang aslinya.. parah sekarang",8.7.0
Rani Lestari,2025-05-14 11:39:46,"sinyal ada, kouta ada buka aplikasi cuma muterrrr muterrrr woylah",8.7.0
Iqra Firmansya,2025-05-14 11:36:02,"beli paket data jadi lebih murah dan mudah👍, ada undian serunya juga semoga bisa dapat😅🙏",8.7.0
Nanda Gumilar,2025-05-14 11:35:24,ini ngapa dah mau cek kuota aja loadingnya lamaa,8.7.0
Jody Angara,2025-05-14 11:33:27,bagus,8.7.0
Akhmad Nizar N,2025-05-14 11:25:02,oyy sinyal mu baikin Napa sinyal ga ada yang jelas,8.7.0
Hasanudin Hafidz,2025-05-14 11:23:25,"Ubur-ubur,ikan lele Telkomsel parah le....",8.7.0
Luck Tacalao,2025-05-14 11:23:25,mantap,8.7.0
Faza Kautsar,2025-05-14 11:22:00,ngelag,8.7.0
Faizal Abdillah,2025-05-14 11:18:43,"plis lah ini kenapa aplikasi lemot parah, padahal jaringan stabil, udah di reload berkali kali, hapus cache, masih aja lemot, tolong dong solusinya, terus apa hal yang bikin lemotnya, kalo kaya gini terus mending ganti provider",8.7.0
Rza _,2025-05-14 11:18:10,jaringan lelet hapus aja,8.7.0
Mans,2025-05-14 11:15:37,"pokkna my Telkomsel,...okey bingiiittt",8.7.0
Dwi Krisanda H.S,2025-05-14 10:54:00,"Makin hari kok buka Aplikasi makin lelet ya, untuk lihat sisa kuota internet saja harus nunggu kurang lebih 20 menit. padahal cman buka aplikasi dan lihat sisa data.",8.7.0
Rachmadan Endra,2025-05-14 10:53:24,aplikasi jembut buang2 waktu mau ngecek kuota aja susahnya minta ampun,8.7.0
Setyawan Aman,2025-05-14 10:45:36,"Aplikasi myTelkomsel lambat saat cek kuota, harus selalu clear cache trus baru bisa terbuka, tolong aplikasi diupdate yg betul sehingga tidak ada kendala tersebut.",8.7.0
Abdul Ghofur,2025-05-14 10:45:10,Aplikasinya berat sekali sehingga lama untuk membukanya,8.7.0
Allan Nuari,2025-05-14 10:38:18,tolong dong sinyal nya kota nya mahal jaringan masih legg maaf my Telkomsel 🙏🙏,8.7.0
Yogi Yok,2025-05-14 10:33:57,kenapa harga ilmupdia makin mahal teeus juga gak bisa beli paket ruang guru lewat my telkomsel tolonglah ditambhkan buat peket ruang gurunya,8.7.0
Bowo Bowo,2025-05-14 10:31:48,"loading di aplikasi my telkomsel lambat nya minta ampun, mau liat pulsa sm kuota aja lama banget, ini udah 2 bulan lebih seperti ini, prinsip aplikasi utk memberikan kemudahan dan kecepatan nya mana ini ?",8.7.0
Siti Iyam,2025-05-14 10:26:19,lola klo liat sisa kuota dan pulsa padahal SDH update terkini,8.7.0
Aep Piss,2025-05-14 10:24:36,baik,8.7.0
ahmad mutolib,2025-05-14 10:17:40,app tiap baru dibuka loadingnya lm bgt bisa sampai 3-5 menit,8.7.0
Fera Wahdina,2025-05-14 10:13:32,"ini gimana ya, masa setiap mau cek kuota harus hapus data apk dan login ulang sih. padahal jaringan stabil tetep aja loading Mulu. tolong diperbaiki lagi Telkomsel",8.7.0
Setiawan Awan,2025-05-14 10:10:09,"apknya bgus, simpel kalo mau beli, tpi tolong harganya, sama kalo kuota free youtube knpa kalo nonton youtube hrus mkan kuata utama lbih dulu,",8.7.0
Muhammad Sauqi,2025-05-14 10:06:16,"apalah sinyal lag mulu padahal di tengah kota, ga panas ga hujan tetap aja ilang, udah sampe ganti kartu Telkomsel 5 kali+ganti hp nya juga 2 kali tetap aja ilang, tolong harga nya dimurahkn dong kalo sinyal jelek tapi harganya ga ngotak",8.7.0
Jp Sihotang,2025-05-14 10:04:52,Semoga Data Privasi terproteksi dengan baik. trimakasih telkomsel.,8.7.0
Abd Jabar,2025-05-14 10:03:37,payahhhh !!!!!! lag terus,8.7.0
Fahrul,2025-05-14 09:57:30,"Coba paket apa aja, ada saatnya koneksi buruk padahal 5G ... aneh !!!",8.7.0
Greg,2025-05-14 09:54:17,lemot appnya,8.7.0
Ahmad Fauzan,2025-05-14 09:49:49,"Tidak bisa login, setelah buat laporan katanya harus nunggu 1×24 jam. Ini saya nunggu udah 30 hari tapi belum berhasil login juga. Parah sih ini👎🏻",8.7.0
Kenzo Javinzo,2025-05-14 09:35:39,katanya kuota unlimited 10 ribu tapi cmn dapat kuota 15gb waktu telepon cs telkomsel gimana sihh,8.7.0
Taufik gaming,2025-05-14 09:26:07,bagus,8.7.0
andi doang,2025-05-14 09:23:35,"kecewa , biar bintang yang berbicara",8.7.0
Andi Kreatif,2025-05-14 09:04:44,lama banget loading nya,8.7.0
Siti Hidayanti,2025-05-14 09:04:21,sangat menyenangkan,8.7.0
Muhammad Agung Saputra,2025-05-14 08:58:40,"untuk saat ini telkomsel sangat memuaskan,, semoga kedepannya jadi lebih baik dan memperbaiki segala kendala yang ada👍",8.7.0
Vhee Octavia,2025-05-14 08:56:19,Nomer gw gak pernah didaftarkan kemanapun.. Hanya E-commerce doank.. tapi sangat terganggu sama penawaran-penawaran dari perusahaan ntah apapun.. lucunya darimana mereka bisa tau nomer gw? telpon cs Telkomsel katanya robot milih acak.. lucu sih jawabannya gak masuk logika..,8.7.0
Ahmad Rifai,2025-05-14 08:45:55,tolong harga paket di murahin,8.7.0
Aniah Doank,2025-05-14 08:42:30,"aplikasi bego, jaringan bagus tetep loading terus di halaman awal hadel tolol",8.7.0
wahyudin haddade,2025-05-14 08:30:12,"dari seluruh aplikasi di seluruh dunia, ini yg paling berat. saya koneksikan ke Starlink aja tetap aja berat gak bisa di buka, muter aja terus... hapus aja, kita balik pake sms aja",8.7.0
Userrr Yo,2025-05-14 08:29:35,"lebih suka my Telkomsel yg dulu, soalnya yg skrg ribet bnget pokoknya buruk bangett, lebih baik my Telkomsel yang dulu",8.7.0
Suwardiyanto Shizouka,2025-05-14 08:25:55,"hadiah nya tidak menarik, hadiah nsp... nomor saya tidak ada yang menghubungi mengunakan 2 g.. jadi hadiah nya ngak berguna,.. jaringan sekarang sering tidak stabil.. di hp jadi panas..",8.7.0
safril khairi,2025-05-14 08:21:50,SINYAL SELALU HILANG SAAT STREAMING DAN BERMAIN GAME!!!,8.7.0
Wulandari Inggit Ika Pramesti,2025-05-14 08:20:43,"kenapa harus pake magic link untuk login? apakah tidak ada alternatif lewat email atau yang lainnya? sy kesulitan untuk login ke aplikasi telkomsel saya, tolong diperbaiki cara login nya supaya lbh mudah.entah yang salah apanya, tapi magic link tidak terkirim ke nmr sy",8.7.0
Alpian Help,2025-05-14 08:19:58,apk berat di hp Vivo y 30i mental Mulu dari awal download😤😤😤😤,8.7.0
Firman Hardiansyah,2025-05-14 08:18:04,loading lama kacau Telkomsel sekarang,8.7.0
Supriyanto,2025-05-14 08:06:38,Kenapa sekarang aplikasi ini tidak bisa dibuka ?,8.7.0
Taufik Abd,2025-05-14 07:58:24,"gerem kali nengok aplikasi yang satu ini udah lama lelet lagi pokoknya gk enak banget deh, kadang² kembali dengan sendirinya dan ph juga jadi macet di bikinnya.. tolonglah di perbaiki padahal aplikasinya sangat berguna tapi masih banyak kekurangannya",8.7.0
Anton Raggaz,2025-05-14 07:50:34,maaf kok sekeng gak ada bonusan nya bonus klaim gitu,8.7.0
Yus Mardi,2025-05-14 07:46:46,"mau buka apk loading, trus gk ke buka 💀",8.7.0
FIRMANFF,2025-05-14 07:43:22,GK bisa login,8.7.0
hilman hibatul,2025-05-14 07:39:25,sinyal nya jelek bet,8.7.0
Saya Kelvin,2025-05-14 07:39:08,apk terlalu berat gak kaya si biru nyaman mulus,8.7.0
Bro Subroto,2025-05-14 07:27:04,"setelah diupgrade semakin ribet, tidak praktis, lelet, menyebalkan. permainan jelajah nusantara tiba-tiba kembali ke 0 km, payah . banyak bug. komplain lewat veronika cuman dijawab dg mesin dll",8.7.0
Teddy Setiawan,2025-05-14 07:15:03,naon maksudna ges di afdet ge angger we lemot,8.7.0
GoTeam Indonesia Team,2025-05-14 07:15:00,"Kenapa Tidak Bisa Hapus layanan Nomor sekarang, nyakut ajah ini nomor ada 2 layanan nomor prabayar, Ribet bgt sekarang My Telkomsel...",8.7.0
Ade Firmansyah,2025-05-14 07:12:16,gapernah bebenah dari dulu loading lama,8.7.0
konten kreator,2025-05-14 07:11:46,telkomsel makin kesini ko lemot ya,8.7.0
Sier Ermin,2025-05-14 07:10:58,"banyak bug, update berikutnya tolong diperbaiki lagii!!!",8.7.0
Saepul Rohman,2025-05-14 07:08:50,mending pindah kayak nya,8.7.0
Rokiesme Channel,2025-05-14 06:55:40,aplikasi GK jelas GK bisa woii terjadi kesalahan truss,8.7.0
Ardan Firdaus Mauludin,2025-05-14 06:55:32,lama kelamaan gak berguna. seharian buka aplikasi gk selesai² yang loading. padahal semua sudah di kosongkan. tetep aja lemot. aku uninstall ajalah. gk berguna sama sekali,8.7.0
Arif RahmanHakim,2025-05-14 06:55:00,"LEMOT CEK KUOTA AJA LAMA MUNCULNYA,,, DAH GITU BELI PAKET YG ADA PAKET NONTON YOUTUBE NYA TP GA ADA PAKET YOUTUBE NYA",8.7.0
Adit Kristiawan,2025-05-14 06:43:59,"dari jaman orok sampai sekarang tetap pakai Telkomsel dari hp Nokia odong2 smpai android,,sampe2 hpnya ilang ,, kumpulin uang sangu buat beli kartu dlu di tarok hp BPk supaya bisa sms-an sama cewe,,sampai uang sangu tekumpul baru beli hp dan di pindah ke hp sendiri,,,dengan adanya my Telkomsel segala mempermudah pembelian paket dan lain2..mantap Telkomsel 🙏👍",8.7.0
Muhammad Fadil,2025-05-14 06:37:34,jaringan Telkomsel Ngelag parah buat game,8.7.0
Rocky Gerr,2025-05-14 06:29:14,"kuota reward tidak bisa di tukar, padahal udah 1 bulan dan ada tombol tukar, saat klik lanjutkan ngga bisa",8.7.0
Evrem Witak,2025-05-14 06:27:47,apknya sangat bagus,8.7.0
Nurhayati Tiwi,2025-05-14 06:27:46,"sinyal bagus,tapi kadang terlalu cepat",8.7.0
Surya Prasetya,2025-05-14 06:25:28,EMANG PROVIDER PALING BURUK.. SINYAL GEMBEL. HARGA KUOTA DOANG MAHAL.. HERAN MAU NYA APA,8.7.0
Raihan putra,2025-05-14 06:23:03,tolong min makin hari apk mkin lemot mau beli paket susah jdinya nungguin kelamaan buang waktu. tolong updatenya mkin bener dong,8.7.0
PUBG UTAMA,2025-05-14 06:20:27,"Harusnya di daerah saya Papua murah karna daerah plosok kok malah makin mahal gak jelas""",8.7.0
kang ulek elektro,2025-05-14 06:17:56,aplikasi makin lama makin gak jelas di buka susah bikin emosi,8.7.0
Sukoco,2025-05-14 06:15:31,tidak bisa masuk. tidak mendapatkan kode verifikasi di SMS.,8.7.0
Sunarto o,2025-05-14 06:04:56,lag,8.7.0
Haryoudi Valorischa,2025-05-14 05:46:12,aplikasi lelet,8.7.0
Yusuf Junaedi,2025-05-14 05:41:25,payah lemot kalo bukan aplikasi cek kuota ga bisa2,8.7.0
Palahun Lailun rambe,2025-05-14 05:37:21,jaringan taik telkomsel ini gak ada bagus bagus nya kasi bintang 1 aja makin lama bosanin,8.7.0
Ade Ikhsan,2025-05-14 05:30:45,Tolong perbaiki lagi aplikasinya min saya mau ambil bonus juga gak bisa terus loading lama sama ukuran aplikasi gak kira kira 700 mb sementara hp saya hp dulu jadi kerasa berat banget,8.7.0
Ibra Jaya,2025-05-14 05:28:59,"gak bisa cek kuota malah tiba"" kuota habis my Telkomsel ribet sekarang",8.7.0
Ahmad Dani,2025-05-14 05:26:22,Tolong tambahin Fitur yang bisa mengatur Kuota mana yang mau di gunakan duluan TOLONG CEPATT TAMBAHIN!!!!!!!!,8.7.0
Sandia Fanny,2025-05-14 05:17:21,harga kuota mahal aplikasi ngelag jaringan busuk udah paling ampas ya Telkomsel,8.7.0
kang duda channel,2025-05-14 05:15:32,ok,8.7.0
Arip Bhe,2025-05-14 05:14:00,lama2 pindah keperdana lain kl kek gini pelayanannya. MIRIS,8.7.0
FVirginia,2025-05-14 05:11:46,tolong lindungi nomer hp pengguna telkomsel.. jgn dijual kepada pihak2 penawaran pinjol dll yg smsin tiap waktu,8.7.0
Muhammad Ghozali,2025-05-14 05:08:55,"segera perbaiki min, ga bisa login ""maaf ada kesalahan"" awalnya dikira ganguan tapi sdh berhari-hari ttap ga bisa login...",8.7.0
Alex Manurung,2025-05-14 05:05:39,jaringan busuk,8.7.0
Bobi Haryanto,2025-05-14 05:05:29,"sisa kuota gak berubah di Aplikasi ini,Jadi selalu ngecek melalui SMS,jadi kadang dihapus pasang lagi baru bener jumblah kuotanya...tolong diperbaiki",8.7.0
Lukmans Putra,2025-05-14 05:03:15,"jaringan nya sendiri lancar buat buka FB, IG, YT, dll. tapi buka aplikasi nya sendiri lemot nya minta ampun,, kan lucu jadinya.",8.7.0
EXE Rizki,2025-05-14 05:02:03,paket mahal banget internet gak stabil tolong Telkomsel di murahin dikit dong di daerah ku cuma kamu yg ada sinyalnya,8.7.0
Redi Kusnia,2025-05-14 05:00:01,makin parah asli Telkomsel. masa tiba tiba pakai kuota darurat padahal kuota reguler masih banyak. kan hp di pegang sama anak ya asal pencet yg namanya anak,8.7.0
sonny act,2025-05-14 04:58:40,"pas semalam hujan Telkomsel saya langsung tidak bisa digunakan padahal 4g,sampai² harus hotspot sama orang baru bisa,apa ada solusi?kuota masih 30gb++,baru kali ini saya mengalami ini",8.7.0
Melya Tan,2025-05-14 04:55:28,aplikasinya lelet banget padahal cuma mau cek kuota. makin kesini Telkomsel makin ga bener nih,8.7.0
Kris Dian,2025-05-14 04:52:56,Terimakasih Telkomsel 👍👌,8.7.0
Sitha Azizah,2025-05-14 04:50:17,"isi pulsa,ngga masuk,sekarang telkomsel sering lelet,ngga bagus lagi",8.7.0
Mr. Runn,2025-05-14 04:43:46,"kartu elite jaringan sulit, sinyalnya sekarang ga bagus, sangat mengecewakan bagi para pengguna kartu Telkomsel.",8.7.0
arfan pratama,2025-05-14 04:28:30,"mau beli pulsa aja ribet, loading lama banget, parahhh masuk ke metode pembayaran lama banget, bikin kesel, muakkkk...",8.7.0
michael bimo,2025-05-14 04:23:40,aplikasi yg sangat busuk !!! bisa2nya sekelas telkomsel tidak update sisa kuota !! Parah!!!,8.7.0
Akbar Syada,2025-05-14 04:19:42,gangguan mulu,8.7.0
Sel La,2025-05-14 04:17:51,"paketan internet aja mahal ,lemot !!! makin sini telkomsel makin jelek !!!",8.7.0
Eko Hadi,2025-05-14 04:04:19,paket data sudah kadaluarsa tapi masih di tampilkan tolong untuk segera di perbaiki,8.7.0
Fahmi Motz,2025-05-14 04:03:25,"makin parah aja, ga tau lagi provider terbesar di indo, punya aplikasi jelek, makin ga jelas.",8.7.0
Maulana Ar,2025-05-14 04:02:36,tolong perbaiki jaringan nya terutama di Sumatra,8.7.0
ULN lights,2025-05-14 04:02:03,"sinyal kuat juga percuma ga ngaruh, harus nya lebih baik lagi lah sekelas Telkomsel provider nomer 1, masa refresh halaman ga bisa",8.7.0
M. Rizal Nur Rohmat,2025-05-14 03:58:56,"Mohon lebih dipermudah lagi, untuk aplikasi my Telkomsel. Agar lebih banyak bagi peminat nya... kenapa lemot/lambat sekali loading nya",8.7.0
inayah,2025-05-14 03:52:04,tidak bisa penghapusan akun,8.7.0
Abdullah Mubaroq,2025-05-14 03:48:11,Yang bikin fitur internet non paket siapa sih. Orang mau paketin kuota pake pulsa malah kesedot gara² internet non paket kesedot banyak lagi hapus aja lah fitur nya atau enggak ada opsi matiin fiturnya. Atau emg di sengaja ini,8.7.0
Gradator Walfare,2025-05-14 03:42:48,lelet,8.7.0
Edwin Firmansyah,2025-05-14 03:42:12,"barusan beli pulsa melalui aplikasi ini, pembayaran melalui My BCA. saldo rekening sdh kepotong, pulsa gak masuk masuk. hadeeehhh...ada urusan penting ini. gimana sih aplikasi bapuk gini!!!",8.7.0
Nizam,2025-05-14 03:31:30,"tolonglah telkomsel ini jaringan mu ngelag parah, Sumpah ngak bisa buat apa apa, buat nge game ngelag buat main tiktok ngelag",8.7.0
Riskika Mahmudahsani,2025-05-14 03:28:43,kenapa sih lemottttttt nyaaa gak kira kiraaaa.. loading gak habissss. tolong diperbaiki lagi lahh,8.7.0
Indry 007,2025-05-14 03:23:44,"kenapa pulsa selalu berkurang sendiri? sedangkan saya gk ada berlangganan apapun, parah",8.7.0
Anissa D M,2025-05-14 03:19:37,sering gangguan saat pembayaran,8.7.0
Ferdyan Jr,2025-05-14 03:17:41,sangat membantu,8.7.0
Bambang Adi putro,2025-05-14 03:17:13,loading nya berat. ga berfungsi sesuai fungsinya. kalo mau nyari iklan lain mending buka aplikasi lain khusus buat iklan,8.7.0
Jamar James,2025-05-14 03:16:36,"tolong lah aplikasinya lebih responsif, mao ngecek kuota aja loading nya lama banget, bahkan kadang stuck, di aplikasi masih banyak, pas ngecek lewat SMS tau tau tinggal dikit.",8.7.0
Arip,2025-05-14 03:16:34,"sangat sangat menyebalkan, loading nya minta ampun mau ulang pun sudahhhh",8.7.0
Ve Lia,2025-05-14 03:14:18,apk plg parah max loading super lambat. bs melambat loading pdhl ad kuota.. apk thh sering lag.. gk membantu samsek apk... sebaiknya di maintance menngecewakan banget,8.7.0
Saldy Sahryl,2025-05-14 03:12:04,pelayanan lambat respon nya lambat mengabaikan pelanggan,8.7.0
Anto Kp,2025-05-14 03:08:28,tidak bisa menyelesaikan masalah,8.7.0
Kazaarata 2906,2025-05-14 03:08:09,tolong perbaikilah pembayaran Via dana saya tidak bisa login selalu gagal masalah sistem padahal udah 1 bulan masih blm perbaiki,8.7.0
Erlangga Indramayu,2025-05-14 03:01:50,kenapa sekarang beli paket data ngga bisa pake pulsa... ribett,8.7.0
Audy Rogahang,2025-05-14 02:59:41,lemot,8.7.0
Lonely Animation,2025-05-14 02:59:16,unlimited tapi cuma 15gb... dimana yg 500gb kek kemarin?,8.7.0
Ummu Qulsum,2025-05-14 02:57:19,"Sekarang Telkomsel Sinyal ada Kuota Banyak Hp Normal tapi sering Loading Lama Banget, Aplikasi Berat Loading Teruus, Tadinya Terpercaya Sekarang tiap hari Menguji Kesabaran,",8.7.0
Erik Wamena,2025-05-14 02:55:51,"aplikasi dobol,jaringan bagus tp lola",8.7.0
zendra lubis,2025-05-14 02:55:24,jaringan jelek,8.7.0
Nurul Dwi,2025-05-14 02:53:09,"edit : tgl 9/5/2025 sisa pulsa 7000 dibeliin ketengan utama 3500 harusnya sisa pulsa 3500 ini sisa pulsa 0,dan saya mengaktifkan data setelah menerima pesan kuota ketengan telah aktif, tapi tetap aja sisa pulsa yang harus nya 3500 jadi 0 :) thx Telkomsel udah beberapa bulan ini bikin kecewa terus :'( yang baca mungkin ada rekomen provider yang lebih bagus? untuk yang ke 2x nya setelah dipaketin seharus nya sisa 3000 jadi sisa pulsa 0!! PARAH TELKOMSEL Ngerampoknya!!! 🤬",8.7.0
Ahmad Zailani,2025-05-14 02:49:18,harga elit jaringan sulit,8.7.0
rizki gilang,2025-05-14 02:42:53,"Pengalaman saya...selalu setelah pembaharuan...tidak bisa refresh update ...bisa di buka..tapi menunya cuma buffering aja... Saya kira karena sinyal, tapi setelah reset sinyal, tetep gak bisa...mungkin bisa di perbaiki jaringan atau aplikasinya agar tidak buffering dan lebih bisa enjoy di pake pengguna",8.7.0
Lolla Fita Octavia,2025-05-14 02:39:58,"saya gak bisa beli paket internet lewat pulsa atau dana, gangguan mulu",8.7.0
RG Gampo,2025-05-14 02:37:59,"tolong di perbaikin dong jaringannya,, masa buka aplikasi lemotnya minta ampun baru isi pulsa krn lemotnya, pulsa nya kepotong kan tolol..",8.7.0
JUJU Jns,2025-05-14 02:37:37,harga paket naik drastis. biasanya beli 100Gb 150k sekarang jadi 190k. hadehhh,8.7.0
Doni Doni,2025-05-14 02:35:15,aplikasinya mudah di pahami tapi terlalu sering di perbarui,8.7.0
Tukang Ulin,2025-05-14 02:30:19,error mulu loding lama aneh tolong diperbaiki,8.7.0
fahim lutfian,2025-05-14 02:24:05,gak jelas,8.7.0
Said Putra. K,2025-05-14 02:19:21,lama sekali loading aplikasinya.. kebanyakan pop up dan fitur kyanya..,8.7.0
Hirzi Ali,2025-05-14 02:11:08,ngeeebug mulu ihhh coba beeeneeeriin,8.7.0
Andi,2025-05-14 02:09:01,MANTUL,8.7.0
teguh mentholiz,2025-05-14 02:08:27,Aplikasinya lemot sekali ..,8.7.0
Chun Ma,2025-05-14 02:04:42,Cacat,8.7.0
Adhi Negara,2025-05-14 02:01:29,Terlalu banyak bugnya. Aplikasi error.,8.7.0
